#t(s)	T TESTO (°C)	T DS18B20 (°C)
2539	35.9	31.5625
2540	35.9	31.5625
2541	35.9	31.5625
2542	35.9	31.5625
2543	35.9	31.5625
2544	35.9	31.5625
2545	35.9	31.5625
2546	35.9	31.5625
2547	35.9	31.5625
2548	35.9	31.5625
2549	35.9	31.5625
2550	35.9	31.5625
2551	35.9	31.5625
2552	35.9	31.5625
2553	35.9	31.625
2554	35.9	31.5625
2555	35.9	31.5625
2556	35.9	31.5625
2557	35.9	31.625
2558	35.9	31.5625
2559	35.9	31.625
2560	35.9	31.5625
2561	35.9	31.5625
2562	35.9	31.625
2563	35.9	31.625
2564	35.9	31.5625
2565	35.9	31.5625
2566	35.9	31.625
2567	35.9	31.625
2568	35.9	31.5625
2569	35.9	31.625
2570	35.9	31.625
2571	35.9	31.5625
2572	35.9	31.625
2573	35.9	31.625
2574	35.9	31.625
2575	35.9	31.5625
2576	35.9	31.625
2577	35.9	31.625
2578	35.9	31.5625
2579	35.9	31.5625
2580	35.9	31.625
2581	35.9	31.5625
2582	35.9	31.625
2583	35.9	31.625
2584	35.9	31.625
2585	35.9	31.625
2586	35.9	31.625
2587	35.9	31.625
2588	35.9	31.625
2589	35.9	31.625
2590	35.9	31.625
2591	35.9	31.625
2592	35.9	31.625
2593	35.9	31.625
2594	35.9	31.625
2595	35.9	31.625
2596	35.9	31.625
2597	35.9	31.625
2598	35.9	31.625
2599	35.9	31.625
2600	35.9	31.625
2601	35.9	31.625
2602	35.9	31.625
2603	35.9	31.625
2604	35.9	31.625
2605	35.9	31.625
2606	35.9	31.625
2607	35.9	31.625
2608	35.9	31.625
2609	35.9	31.625
2610	35.9	31.625
2611	35.9	31.625
2612	35.9	31.625
2613	35.9	31.625
2614	35.9	31.625
2615	35.9	31.625
2616	35.9	31.625
2617	35.9	31.625
2618	35.9	31.625
2619	35.9	31.625
2620	35.9	31.625
2621	35.9	31.625
2622	35.9	31.625
2623	35.9	31.625
2624	35.9	31.625
2625	35.9	31.625
2626	35.9	31.625
2627	35.9	31.625
2628	35.9	31.6875
2629	35.9	31.625
2630	35.9	31.625
2631	35.9	31.625
2632	35.9	31.625
2633	35.9	31.625
2634	35.9	31.625
2635	35.9	31.625
2636	35.9	31.625
2637	35.9	31.625
2638	35.9	31.625
2639	35.9	31.6875
2640	35.9	31.625
2641	35.9	31.625
2642	36	31.625
2643	36	31.625
2644	35.9	31.625
2645	35.9	31.625
2646	36	31.625
2647	36	31.625
2648	35.9	31.625
2649	35.9	31.625
2650	36	31.625
2651	36	31.625
2652	35.9	31.625
2653	35.9	31.625
2654	35.9	31.625
2655	35.9	31.625
2656	36	31.625
2657	36	31.625
2658	36	31.625
2659	36	31.625
2660	36	31.625
2661	36	31.625
2662	35.9	31.625
2663	35.9	31.6875
2664	35.9	31.625
2665	35.9	31.625
2666	36	31.625
2667	36	31.625
2668	36	31.625
2669	36	31.625
2670	36	31.625
2671	36	31.6875
2672	35.9	31.625
2673	35.9	31.6875
2674	36	31.625
2675	36	31.625
2676	36	31.625
2677	36	31.6875
2678	35.9	31.625
2679	35.9	31.6875
2680	36	31.625
2681	36	31.6875
2682	36	31.625
2683	36	31.625
2684	36	31.625
2685	36	31.625
2686	36	31.625
2687	36	31.6875
2688	36	31.625
2689	36	31.6875
2690	35.9	31.6875
2691	35.9	31.6875
2692	36	31.6875
2693	36	31.625
2694	35.9	31.6875
2695	35.9	31.625
2696	36	31.625
2697	36	31.6875
2698	36	31.6875
2699	36	31.6875
2700	36	31.625
2701	36	31.625
2702	35.9	31.6875
2703	35.9	31.6875
2704	36	31.6875
2705	36	31.6875
2706	36	31.6875
2707	36	31.6875
2708	36	31.625
2709	36	31.6875
2710	36	31.625
2711	36	31.6875
2712	36	31.6875
2713	36	31.6875
2714	36	31.6875
2715	35.9	31.6875
2716	35.9	31.6875
2717	36	31.6875
2718	36	31.6875
2719	36	31.625
2720	36	31.625
2721	36	31.6875
2722	36	31.6875
2723	36	31.6875
2724	36	31.6875
2725	36	31.6875
2726	36	31.6875
2727	36	31.6875
2728	36	31.625
2729	36	31.6875
2730	36	31.6875
2731	36	31.6875
2732	36	31.6875
2733	36	31.6875
2734	36	31.6875
2735	36	31.6875
2736	36	31.6875
2737	36	31.6875
2738	36	31.6875
2739	36	31.6875
2740	36	31.6875
2741	36	31.6875
2742	36	31.6875
2743	36	31.6875
2744	36	31.6875
2745	36	31.6875
2746	36	31.6875
2747	36	31.6875
2748	36	31.6875
2749	36	31.6875
2750	36	31.6875
2751	36	31.6875
2752	36	31.6875
2753	36	31.6875
2754	36	31.6875
2755	36	31.6875
2756	36	31.6875
2757	36	31.6875
2758	36	31.6875
2759	36	31.6875
2760	36	31.6875
2761	36	31.6875
2762	36	31.6875
2763	36	31.6875
2764	36	31.6875
2765	36	31.6875
2766	36	31.6875
2767	36	31.6875
2768	36	31.6875
2769	36	31.6875
2770	36	31.6875
2771	36	31.6875
2772	36	31.6875
2773	36	31.6875
2774	36	31.6875
2775	36	31.6875
2776	36	31.6875
2777	36	31.6875
2778	36	31.6875
2779	36	31.6875
2780	36	31.6875
2781	36	31.6875
2782	36	31.6875
2783	36	31.75
2784	36	31.6875
2785	36	31.6875
2786	36	31.6875
2787	36	31.6875
2788	36	31.6875
2789	36	31.6875
2790	36	31.6875
2791	36	31.6875
2792	36	31.6875
2793	36	31.6875
2794	36	31.6875
2795	36	31.6875
2796	36	31.6875
2797	36	31.6875
2798	36	31.6875
2799	36	31.6875
2800	36	31.6875
2801	36	31.6875
2802	36	31.75
2803	36	31.6875
2804	36	31.75
2805	36	31.6875
2806	36	31.6875
2807	36	31.6875
2808	36	31.6875
2809	36	31.75
2810	36	31.75
2811	36	31.75
2812	36	31.6875
2813	36	31.75
2814	36	31.75
2815	36	31.6875
2816	36	31.75
2817	36	31.6875
2818	36	31.6875
2819	36	31.6875
2820	36	31.6875
2821	36	31.75
2822	36	31.6875
2823	36	31.6875
2824	36	31.75
2825	36	31.6875
2826	36	31.6875
2827	36	31.6875
2828	36	31.6875
2829	36	31.6875
2830	36	31.6875
2831	36	31.75
2832	36	31.6875
2833	36	31.6875
2834	36	31.6875
2835	36	31.6875
2836	36	31.6875
2837	36	31.75
2838	36	31.6875
2839	36	31.6875
2840	36	31.75
2841	36	31.75
2842	36	31.75
2843	36	31.6875
2844	36	31.75
2845	36	31.75
2846	36	31.6875
2847	36	31.75
2848	36	31.75
2849	36	31.75
2850	36	31.75
2851	36	31.6875
2852	36	31.6875
2853	36	31.75
2854	36	31.75
2855	36	31.75
2856	36	31.6875
2857	36	31.75
2858	36	31.6875
2859	36	31.75
2860	36	31.75
2861	36	31.6875
2862	36	31.75
2863	36	31.75
2864	36	31.75
2865	36	31.75
2866	36	31.75
2867	36	31.6875
2868	36	31.75
2869	36	31.75
2870	36	31.75
2871	36	31.75
2872	36	31.75
2873	36	31.6875
2874	36	31.75
2875	36	31.6875
2876	36	31.75
2877	36	31.75
2878	36	31.75
2879	36	31.75
2880	36	31.75
2881	36	31.75
2882	36	31.6875
2883	36	31.75
2884	36	31.75
2885	36.1	31.6875
2886	36.1	31.75
2887	36.1	31.75
2888	36.1	31.6875
2889	36.1	31.75
2890	36.1	31.75
2891	36.1	31.75
2892	36.1	31.75
2893	36.1	31.75
2894	36.1	31.75
2895	36.1	31.75
2896	36.1	31.75
2897	36.1	31.75
2898	36.1	31.75
2899	36.1	31.75
2900	36.1	31.6875
2901	36.1	31.75
2902	36.1	31.75
2903	36.1	31.75
2904	36.1	31.75
2905	36.1	31.75
2906	36.1	31.75
2907	36.1	31.75
2908	36.1	31.75
2909	36.1	31.75
2910	36.1	31.75
2911	36.1	31.75
2912	36.1	31.75
2913	36.1	31.75
2914	36.1	31.75
2915	36.1	31.75
2916	36.1	31.75
2917	36.1	31.75
2918	36.1	31.75
2919	36.1	31.75
2920	36.1	31.75
2921	36.1	31.75
2922	36.1	31.75
2923	36.1	31.75
2924	36.1	31.75
2925	36.1	31.75
2926	36.1	31.75
2927	36.1	31.8125
2928	36.1	31.75
2929	36.1	31.75
2930	36.1	31.75
2931	36.1	31.75
2932	36.1	31.75
2933	36.1	31.75
2934	36.1	31.75
2935	36.1	31.75
2936	36.1	31.75
2937	36.1	31.75
2938	36.1	31.75
2939	36.1	31.75
2940	36.1	31.75
2941	36.1	31.75
2942	36.1	31.75
2943	36.1	31.75
2944	36.1	31.75
2945	36.1	31.75
2946	36.1	31.75
2947	36.1	31.75
2948	36.1	31.8125
2949	36.1	31.75
2950	36.1	31.8125
2951	36.1	31.75
2952	36.1	31.75
2953	36.1	31.75
2954	36.1	31.75
2955	36.1	31.75
2956	36.1	31.75
2957	36.1	31.75
2958	36.1	31.75
2959	36.1	31.8125
2960	36.1	31.75
2961	36.1	31.8125
2962	36.1	31.75
2963	36.1	31.75
2964	36.1	31.75
2965	36.1	31.8125
2966	36.1	31.8125
2967	36.1	31.75
2968	36.1	31.75
2969	36.1	31.8125
2970	36.1	31.8125
2971	36.1	31.8125
2972	36.1	31.75
2973	36.1	31.75
2974	36.1	31.75
2975	36.1	31.8125
2976	36.1	31.8125
2977	36.1	31.75
2978	36.1	31.8125
2979	36.1	31.8125
2980	36.1	31.75
2981	36.1	31.75
2982	36.1	31.75
2983	36.1	31.75
2984	36.1	31.75
2985	36.1	31.8125
2986	36.1	31.8125
2987	36.1	31.8125
2988	36.1	31.8125
2989	36.1	31.8125
2990	36.1	31.8125
2991	36.1	31.75
2992	36.1	31.8125
2993	36.1	31.75
2994	36.1	31.8125
2995	36.1	31.8125
2996	36.1	31.8125
2997	36.1	31.8125
2998	36.1	31.75
2999	36.1	31.8125
3000	36.1	31.75
3001	36.1	31.8125
3002	36.1	31.8125
3003	36.1	31.8125
3004	36.1	31.8125
3005	36.1	31.8125
3006	36.1	31.8125
3007	36.1	31.8125
3008	36.1	31.8125
3009	36.1	31.8125
3010	36.1	31.8125
3011	36.1	31.8125
3012	36.1	31.8125
3013	36.1	31.8125
3014	36.1	31.8125
3015	36.1	31.8125
3016	36.1	31.8125
3017	36.1	31.8125
3018	36.1	31.8125
3019	36.1	31.75
3020	36.1	31.8125
3021	36.1	31.8125
3022	36.1	31.8125
3023	36.1	31.8125
3024	36.1	31.75
3025	36.1	31.8125
3026	36.1	31.8125
3027	36.1	31.8125
3028	36.1	31.8125
3029	36.1	31.8125
3030	36.1	31.8125
3031	36.1	31.8125
3032	36.1	31.8125
3033	36.1	31.8125
3034	36.1	31.8125
3035	36.1	31.8125
3036	36.1	31.8125
3037	36.1	31.8125
3038	36.1	31.8125
3039	36.1	31.8125
3040	36.1	31.8125
3041	36.1	31.8125
3042	36.1	31.8125
3043	36.1	31.8125
3044	36.1	31.8125
3045	36.1	31.8125
3046	36.1	31.8125
3047	36.1	31.8125
3048	36.1	31.8125
3049	36.1	31.8125
3050	36.1	31.8125
3051	36.1	31.8125
3052	36.1	31.8125
3053	36.1	31.8125
3054	36.1	31.8125
3055	36.1	31.8125
3056	36.1	31.8125
3057	36.1	31.8125
3058	36.1	31.8125
3059	36.1	31.8125
3060	36.1	31.8125
3061	36.1	31.8125
3062	36.1	31.8125
3063	36.1	31.8125
3064	36.2	31.8125
3065	36.2	31.8125
3066	36.2	31.8125
3067	36.2	31.8125
3068	36.2	31.8125
3069	36.2	31.8125
3070	36.2	31.8125
3071	36.2	31.8125
3072	36.2	31.8125
3073	36.2	31.8125
3074	36.2	31.8125
3075	36.2	31.8125
3076	36.2	31.8125
3077	36.2	31.8125
3078	36.2	31.8125
3079	36.2	31.8125
3080	36.2	31.8125
3081	36.2	31.8125
3082	36.2	31.8125
3083	36.2	31.8125
3084	36.2	31.8125
3085	36.2	31.8125
3086	36.2	31.8125
3087	36.2	31.8125
3088	36.2	31.8125
3089	36.2	31.8125
3090	36.2	31.8125
3091	36.2	31.8125
3092	36.2	31.8125
3093	36.2	31.8125
3094	36.2	31.8125
3095	36.2	31.8125
3096	36.2	31.8125
3097	36.2	31.8125
3098	36.2	31.875
3099	36.2	31.8125
3100	36.2	31.8125
3101	36.2	31.8125
3102	36.2	31.8125
3103	36.2	31.8125
3104	36.2	31.8125
3105	36.2	31.8125
3106	36.2	31.8125
3107	36.2	31.8125
3108	36.2	31.8125
3109	36.2	31.875
3110	36.2	31.8125
3111	36.2	31.8125
3112	36.2	31.8125
3113	36.2	31.8125
3114	36.2	31.8125
3115	36.2	31.8125
3116	36.2	31.8125
3117	36.2	31.8125
3118	36.2	31.8125
3119	36.2	31.8125
3120	36.2	31.8125
3121	36.2	31.875
3122	36.2	31.8125
3123	36.2	31.875
3124	36.2	31.8125
3125	36.2	31.8125
3126	36.2	31.8125
3127	36.2	31.8125
3128	36.2	31.875
3129	36.2	31.8125
3130	36.2	31.875
3131	36.2	31.8125
3132	36.2	31.875
3133	36.2	31.875
3134	36.2	31.8125
3135	36.2	31.875
3136	36.2	31.875
3137	36.2	31.875
3138	36.2	31.8125
3139	36.2	31.8125
3140	36.2	31.8125
3141	36.2	31.875
3142	36.2	31.875
3143	36.2	31.875
3144	36.2	31.875
3145	36.2	31.875
3146	36.2	31.875
3147	36.2	31.875
3148	36.2	31.875
3149	36.2	31.875
3150	36.2	31.8125
3151	36.2	31.875
3152	36.2	31.875
3153	36.2	31.875
3154	36.2	31.8125
3155	36.2	31.875
3156	36.2	31.875
3157	36.2	31.875
3158	36.2	31.875
3159	36.2	31.875
3160	36.2	31.875
3161	36.2	31.8125
3162	36.2	31.8125
3163	36.2	31.875
3164	36.2	31.875
3165	36.2	31.875
3166	36.2	31.875
3167	36.2	31.875
3168	36.2	31.875
3169	36.2	31.875
3170	36.2	31.875
3171	36.2	31.875
3172	36.2	31.8125
3173	36.2	31.8125
3174	36.2	31.875
3175	36.2	31.875
3176	36.2	31.875
3177	36.2	31.875
3178	36.2	31.875
3179	36.2	31.875
3180	36.2	31.875
3181	36.2	31.875
3182	36.2	31.875
3183	36.2	31.875
3184	36.2	31.875
3185	36.2	31.875
3186	36.2	31.875
3187	36.2	31.875
3188	36.2	31.875
3189	36.2	31.875
3190	36.2	31.875
3191	36.2	31.875
3192	36.2	31.875
3193	36.2	31.9375
3194	36.2	31.9375
3195	36.2	31.875
3196	36.2	31.875
3197	36.2	31.875
3198	36.2	31.875
3199	36.2	31.875
3200	36.2	31.8125
3201	36.2	31.8125
3202	36.2	31.8125
3203	36.2	31.8125
3204	36.2	31.8125
3205	36.2	31.8125
3206	36.2	31.8125
3207	36.2	31.8125
3208	36.2	31.8125
3209	36.2	31.8125
3210	36.2	31.875
3211	36.2	31.875
3212	36.2	31.8125
3213	36.2	31.8125
3214	36.2	31.8125
3215	36.2	31.8125
3216	36.2	31.875
3217	36.2	31.875
3218	36.2	31.875
3219	36.2	31.875
3220	36.2	31.875
3221	36.2	31.875
3222	36.2	31.875
3223	36.2	31.8125
3224	36.2	31.875
3225	36.2	31.875
3226	36.2	31.875
3227	36.2	31.875
3228	36.2	31.875
3229	36.2	31.875
3230	36.2	31.875
3231	36.2	31.875
3232	36.2	31.875
3233	36.2	31.875
3234	36.2	31.875
3235	36.2	31.875
3236	36.2	31.875
3237	36.2	31.875
3238	36.2	31.875
3239	36.2	31.875
3240	36.2	31.875
3241	36.2	31.875
3242	36.2	31.875
3243	36.2	31.875
3244	36.2	31.875
3245	36.2	31.875
3246	36.2	31.875
3247	36.2	31.875
3248	36.2	31.875
3249	36.2	31.875
3250	36.2	31.875
3251	36.2	31.875
3252	36.2	31.875
3253	36.2	31.875
3254	36.2	31.875
3255	36.2	31.875
3256	36.2	31.875
3257	36.2	31.875
3258	36.2	31.875
3259	36.2	31.875
3260	36.2	31.875
3261	36.2	31.875
3262	36.2	31.875
3263	36.2	31.875
3264	36.2	31.875
3265	36.2	31.875
3266	36.2	31.875
3267	36.2	31.875
3268	36.2	31.875
3269	36.2	31.9375
3270	36.2	31.875
3271	36.2	31.875
3272	36.2	31.875
3273	36.2	31.875
3274	36.2	31.875
3275	36.2	31.875
3276	36.2	31.9375
3277	36.2	31.875
3278	36.2	31.875
3279	36.2	31.9375
3280	36.2	31.875
3281	36.2	31.9375
3282	36.2	31.9375
3283	36.2	31.9375
3284	36.2	31.9375
3285	36.2	31.9375
3286	36.2	31.875
3287	36.2	31.9375
3288	36.2	31.9375
3289	36.2	31.875
3290	36.2	31.875
3291	36.3	31.9375
3292	36.3	31.9375
3293	36.2	31.875
3294	36.2	31.875
3295	36.2	31.9375
3296	36.2	31.9375
3297	36.2	31.9375
3298	36.2	31.875
3299	36.2	31.875
3300	36.2	31.875
3301	36.2	31.9375
3302	36.2	31.875
3303	36.2	31.875
3304	36.2	31.9375
3305	36.2	31.9375
3306	36.2	31.875
3307	36.2	31.9375
3308	36.2	31.9375
3309	36.2	31.9375
3310	36.2	31.9375
3311	36.2	31.9375
3312	36.2	31.9375
3313	36.2	31.9375
3314	36.2	31.9375
3315	36.2	31.9375
3316	36.2	31.9375
3317	36.2	31.875
3318	36.2	31.9375
3319	36.2	31.9375
3320	36.2	31.9375
3321	36.3	31.9375
3322	36.3	31.9375
3323	36.2	31.9375
3324	36.2	31.9375
3325	36.2	31.9375
3326	36.2	31.9375
3327	36.2	31.9375
3328	36.2	31.9375
3329	36.2	31.9375
3330	36.2	31.9375
3331	36.2	31.9375
3332	36.2	31.9375
3333	36.2	31.9375
3334	36.2	31.9375
3335	36.2	31.9375
3336	36.2	31.875
3337	36.2	31.9375
3338	36.2	31.9375
3339	36.2	31.9375
3340	36.2	31.9375
3341	36.3	31.9375
3342	36.3	31.9375
3343	36.2	31.9375
3344	36.2	31.9375
3345	36.2	31.9375
3346	36.2	31.9375
3347	36.2	31.9375
3348	36.2	31.9375
3349	36.2	31.9375
3350	36.2	31.9375
3351	36.2	31.9375
3352	36.2	31.9375
3353	36.2	31.9375
3354	36.2	31.9375
3355	36.2	31.9375
3356	36.2	31.9375
3357	36.2	31.9375
3358	36.2	31.9375
3359	36.2	32
3360	36.2	31.9375
3361	36.2	31.9375
3362	36.2	31.9375
3363	36.2	31.9375
3364	36.2	31.9375
3365	36.3	31.9375
3366	36.3	31.9375
3367	36.3	31.9375
3368	36.3	31.9375
3369	36.2	32
3370	36.2	31.9375
3371	36.2	31.9375
3372	36.2	31.9375
3373	36.3	31.9375
3374	36.3	31.9375
3375	36.3	31.9375
3376	36.3	31.9375
3377	36.2	31.9375
3378	36.2	31.9375
3379	36.3	31.9375
3380	36.3	32
3381	36.2	31.9375
3382	36.2	31.9375
3383	36.2	31.9375
3384	36.2	31.9375
3385	36.3	31.9375
3386	36.3	31.9375
3387	36.2	31.9375
3388	36.2	31.9375
3389	36.3	31.9375
3390	36.3	31.9375
3391	36.2	32
3392	36.2	31.9375
3393	36.2	32
3394	36.2	31.9375
3395	36.2	31.9375
3396	36.2	32
3397	36.2	31.9375
3398	36.2	32
3399	36.2	32
3400	36.2	32
3401	36.2	31.9375
3402	36.2	31.9375
3403	36.2	32
3404	36.2	31.9375
3405	36.2	31.9375
3406	36.2	31.9375
3407	36.2	31.9375
3408	36.2	31.9375
3409	36.2	32
3410	36.2	31.9375
3411	36.2	32
3412	36.3	31.9375
3413	36.3	31.9375
3414	36.3	31.9375
3415	36.3	31.9375
3416	36.3	32
3417	36.3	32
3418	36.3	32
3419	36.3	31.9375
3420	36.3	31.9375
3421	36.3	32
3422	36.3	32
3423	36.3	31.9375
3424	36.3	32
3425	36.3	31.9375
3426	36.3	31.9375
3427	36.3	31.9375
3428	36.3	32
3429	36.3	32
3430	36.3	32
3431	36.3	31.9375
3432	36.3	32
3433	36.3	32
3434	36.3	32
3435	36.3	31.9375
3436	36.3	32
3437	36.3	32
3438	36.3	32
3439	36.3	32
3440	36.3	32
3441	36.3	32
3442	36.3	32
3443	36.3	32
3444	36.3	32
3445	36.3	32
3446	36.3	32
3447	36.3	32
3448	36.3	32
3449	36.3	32
3450	36.3	32
3451	36.3	32
3452	36.3	32
3453	36.3	32
3454	36.3	32
3455	36.3	32
3456	36.3	32
3457	36.3	32
3458	36.3	31.9375
3459	36.3	31.9375
3460	36.3	32
3461	36.3	32
3462	36.3	32
3463	36.3	32
3464	36.3	32
3465	36.3	32
3466	36.3	32
3467	36.3	32
3468	36.3	32
3469	36.3	32
3470	36.3	32
3471	36.3	32
3472	36.3	31.9375
3473	36.3	32
3474	36.3	32
3475	36.3	32
3476	36.3	32
3477	36.3	32
3478	36.3	32
3479	36.3	32
3480	36.3	32
3481	36.3	32
3482	36.3	32
3483	36.3	32
3484	36.3	32
3485	36.3	32
3486	36.3	32
3487	36.3	32
3488	36.3	32
3489	36.3	32
3490	36.3	32
3491	36.3	32
3492	36.3	32
3493	36.3	32
3494	36.3	32
3495	36.3	32
3496	36.3	32
3497	36.3	32
3498	36.3	32
3499	36.3	32
3500	36.3	32
3501	36.3	32
3502	36.3	32
3503	36.3	32
3504	36.3	32
3505	36.3	32
3506	36.3	32
3507	36.3	32
3508	36.3	32
3509	36.3	32
3510	36.3	32
3511	36.3	32
3512	36.3	32
3513	36.3	32
3514	36.3	32
3515	36.3	32
3516	36.3	32
3517	36.3	32
3518	36.3	32
3519	36.3	32
3520	36.3	32
3521	36.3	32
3522	36.3	32
3523	36.3	32
3524	36.3	32
3525	36.3	32
3526	36.3	32
3527	36.3	32
3528	36.3	32
3529	36.3	32
3530	36.3	32
3531	36.3	32
3532	36.3	32
3533	36.3	32
3534	36.3	32
3535	36.3	32
3536	36.3	32
3537	36.3	32
3538	36.3	32.0625
3539	36.3	32
3540	36.3	32
3541	36.3	32
3542	36.3	32
3543	36.3	32
3544	36.3	32
3545	36.3	32
3546	36.3	32
3547	36.3	32
3548	36.3	32
3549	36.3	32
3550	36.3	32
3551	36.3	32
3552	36.3	32
3553	36.3	32
3554	36.3	32.0625
3555	36.3	32
3556	36.3	32
3557	36.3	32
3558	36.3	32
3559	36.3	32
3560	36.3	32
3561	36.3	32
3562	36.3	32
3563	36.3	32
3564	36.3	32
3565	36.3	32
3566	36.3	32
3567	36.3	32
3568	36.3	32
3569	36.3	32
3570	36.3	32.0625
3571	36.3	32
3572	36.3	32
3573	36.3	32
3574	36.3	32
3575	36.3	32
3576	36.3	32.0625
3577	36.3	32
3578	36.3	32
3579	36.3	32
3580	36.3	32.0625
3581	36.3	32.0625
3582	36.3	32
3583	36.3	32
3584	36.3	32
3585	36.3	32
3586	36.3	32
3587	36.3	32
3588	36.3	32
3589	36.3	32.0625
3590	36.3	32
3591	36.3	32.0625
3592	36.3	32.0625
3593	36.3	32
3594	36.3	32.0625
3595	36.3	32
3596	36.3	32
3597	36.3	32
3598	36.3	32
3599	36.3	32
3600	36.3	32
3601	36.3	32
3602	36.3	32
3603	36.4	32.0625
3604	36.4	32.0625
3605	36.4	32.0625
3606	36.4	32
3607	36.4	32.0625
3608	36.4	32.0625
3609	36.4	32
3610	36.4	32.0625
3611	36.4	32.0625
3612	36.4	32.0625
3613	36.4	32
3614	36.4	32.0625
3615	36.4	32.0625
3616	36.4	32
3617	36.4	32.0625
3618	36.4	32.0625
3619	36.4	32.0625
3620	36.4	32
3621	36.4	32.0625
3622	36.4	32.0625
3623	36.4	32.0625
3624	36.4	32
3625	36.4	32.0625
3626	36.4	32.0625
3627	36.4	32
3628	36.4	32.0625
3629	36.4	32.0625
3630	36.4	32.0625
3631	36.4	32.0625
3632	36.4	32.0625
3633	36.4	32
3634	36.4	32.0625
3635	36.4	32.0625
3636	36.4	32.0625
3637	36.4	32.0625
3638	36.4	32.0625
3639	36.4	32.0625
3640	36.4	32.0625
3641	36.4	32.0625
3642	36.4	32
3643	36.4	32.0625
3644	36.4	32.0625
3645	36.4	32.0625
3646	36.4	32.0625
3647	36.4	32.0625
3648	36.4	32.0625
3649	36.4	32.0625
3650	36.4	32.0625
3651	36.4	32.0625
3652	36.4	32.0625
3653	36.4	32.0625
3654	36.4	32.0625
3655	36.4	32.0625
3656	36.4	32.0625
3657	36.4	32.0625
3658	36.4	32.0625
3659	36.4	32.0625
3660	36.4	32.0625
3661	36.4	32.0625
3662	36.4	32.0625
3663	36.4	32.0625
3664	36.4	32.0625
3665	36.4	32.0625
3666	36.4	32.0625
3667	36.4	32.0625
3668	36.4	32.0625
3669	36.4	32.0625
3670	36.4	32.0625
3671	36.4	32.0625
3672	36.4	32.0625
3673	36.4	32.0625
3674	36.4	32.0625
3675	36.4	32.0625
3676	36.4	32.0625
3677	36.4	32.0625
3678	36.4	32.0625
3679	36.4	32.0625
3680	36.4	32.0625
3681	36.4	32.0625
3682	36.4	32.0625
3683	36.4	32.0625
3684	36.4	32.0625
3685	36.4	32.0625
3686	36.4	32.0625
3687	36.4	32.0625
3688	36.4	32.0625
3689	36.4	32.0625
3690	36.4	32.0625
3691	36.4	32.0625
3692	36.4	32.0625
3693	36.4	32.0625
3694	36.4	32.0625
3695	36.4	32.0625
3696	36.4	32.0625
3697	36.4	32.0625
3698	36.4	32.0625
3699	36.4	32.0625
3700	36.4	32.0625
3701	36.4	32.0625
3702	36.4	32.0625
3703	36.4	32.0625
3704	36.4	32.0625
3705	36.4	32.0625
3706	36.4	32.0625
3707	36.4	32.0625
3708	36.4	32.0625
3709	36.4	32.0625
3710	36.4	32.0625
3711	36.4	32.0625
3712	36.4	32.0625
3713	36.4	32.0625
3714	36.4	32.125
3715	36.4	32.0625
3716	36.4	32.0625
3717	36.4	32.0625
3718	36.4	32.0625
3719	36.4	32.0625
3720	36.4	32.0625
3721	36.4	32.0625
3722	36.4	32.0625
3723	36.4	32.0625
3724	36.4	32.0625
3725	36.4	32.0625
3726	36.4	32.0625
3727	36.4	32.0625
3728	36.4	32.0625
3729	36.4	32.0625
3730	36.4	32.0625
3731	36.4	32.0625
3732	36.4	32.0625
3733	36.4	32.0625
3734	36.4	32.125
3735	36.4	32.0625
3736	36.4	32.0625
3737	36.4	32.0625
3738	36.4	32.0625
3739	36.4	32.0625
3740	36.4	32.0625
3741	36.4	32.0625
3742	36.4	32.125
3743	36.4	32.0625
3744	36.4	32.0625
3745	36.4	32.125
3746	36.4	32.0625
3747	36.4	32.0625
3748	36.4	32.0625
3749	36.4	32.0625
3750	36.4	32.0625
3751	36.4	32.125
3752	36.4	32.0625
3753	36.4	32.0625
3754	36.4	32.0625
3755	36.4	32.0625
3756	36.4	32.0625
3757	36.4	32.0625
3758	36.4	32.0625
3759	36.4	32.125
3760	36.4	32.0625
3761	36.4	32.125
3762	36.4	32.125
3763	36.4	32.0625
3764	36.4	32.125
3765	36.4	32.125
3766	36.4	32.125
3767	36.4	32.125
3768	36.4	32.0625
3769	36.4	32.125
3770	36.4	32.0625
3771	36.4	32.0625
3772	36.4	32.125
3773	36.4	32.125
3774	36.4	32.125
3775	36.4	32.0625
3776	36.4	32.0625
3777	36.4	32.0625
3778	36.4	32.0625
3779	36.4	32.125
3780	36.4	32.125
3781	36.4	32.125
3782	36.4	32.125
3783	36.4	32.125
3784	36.4	32.125
3785	36.4	32.125
3786	36.4	32.125
3787	36.4	32.125
3788	36.4	32.125
3789	36.4	32.125
3790	36.4	32.125
3791	36.4	32.0625
3792	36.4	32.0625
3793	36.4	32.0625
3794	36.4	32.0625
3795	36.4	32.0625
3796	36.4	32.0625
3797	36.4	32.125
3798	36.4	32.0625
3799	36.4	32.125
3800	36.4	32.125
3801	36.4	32.125
3802	36.4	32.0625
3803	36.4	32.0625
3804	36.4	32.125
3805	36.4	32.125
3806	36.4	32.0625
3807	36.4	32.0625
3808	36.4	32.125
3809	36.4	32.0625
3810	36.4	32.125
3811	36.4	32.125
3812	36.4	32.125
3813	36.4	32.125
3814	36.4	32.125
3815	36.4	32.125
3816	36.4	32.125
3817	36.4	32.125
3818	36.4	32.0625
3819	36.4	32.125
3820	36.4	32.125
3821	36.4	32.125
3822	36.4	32.125
